vehicle_id,customer_id,vehicle_type,vehicle_model,battery_capacity_kwh,vehicle_age_years
V02254,CU01658,Hatchback,MG Comet,35,0
V02255,CU01929,Hatchback,MG Comet,40,2
V02256,CU04056,SUV,Hyundai Ioniq 5,100,4
V02257,CU00607,SUV,Hyundai Ioniq 5,82,1
V02258,CU02577,Hatchback,MG Comet,35,3
V02259,CU04125,SUV,Hyundai Ioniq 5,75,2
V02260,CU00323,Commercial Van,Tata Ace EV,60,3
V02261,CU01877,Sedan,MG5,60,0
V02262,CU00584,Two-Wheeler,Ola S1,2,4
V02263,CU02810,Commercial Van,Mahindra Treo,120,1
V02264,CU00656,Hatchback,MG Comet,35,1
V02265,CU04882,Hatchback,Tata Tiago EV,30,4
V02266,CU00223,Sedan,MG5,55,3
V02267,CU02123,SUV,Tata Nexon EV,100,1
V02268,CU02221,Sedan,BYD Seal,55,3
V02269,CU03551,Sedan,BYD Seal,55,1
V02270,CU02443,SUV,Tata Nexon EV,82,3
V02271,CU04929,Hatchback,Tata Tiago EV,40,4
V02272,CU03986,Commercial Van,Mahindra Treo,60,0
V02273,CU00167,Hatchback,MG Comet,30,3
V02274,CU02017,Commercial Van,Tata Ace EV,120,4
V02275,CU00118,Hatchback,Tata Tiago EV,30,0
V02276,CU01810,Hatchback,MG Comet,30,4
V02277,CU02207,Hatchback,MG Comet,30,2
V02278,CU01251,Commercial Van,Tata Ace EV,120,3
V02279,CU04007,Hatchback,Tata Tiago EV,30,2
V02280,CU03110,SUV,Mahindra XUV400,75,4
V02281,CU04559,Two-Wheeler,Ola S1,2,3
V02282,CU01672,SUV,Mahindra XUV400,82,1
V02283,CU02152,Sedan,MG5,60,4
V02284,CU02298,Commercial Van,Tata Ace EV,60,1
V02285,CU01037,Two-Wheeler,Ather 450X,3,4
V02286,CU02615,Sedan,MG5,60,0
V02287,CU01880,SUV,Mahindra XUV400,70,3
V02288,CU00597,Commercial Van,Mahindra Treo,60,4
V02289,CU00621,Commercial Van,Tata Ace EV,80,1
V02290,CU00071,Sedan,MG5,60,0
V02291,CU01804,Two-Wheeler,Ola S1,3,4
V02292,CU04534,Sedan,MG5,50,3
V02293,CU01068,Sedan,MG5,60,1
V02294,CU01926,Hatchback,Tata Tiago EV,35,2
V02295,CU01038,Hatchback,Tata Tiago EV,40,1
V02296,CU03443,SUV,Hyundai Ioniq 5,70,2
V02297,CU03184,SUV,Mahindra XUV400,100,2
V02298,CU01403,Hatchback,Tata Tiago EV,40,0
V02299,CU02362,Sedan,BYD Seal,50,4
V02300,CU01439,Sedan,BYD Seal,55,2
V02301,CU03812,Commercial Van,Tata Ace EV,120,1
V02302,CU00485,Two-Wheeler,Ola S1,2,3
V02303,CU04265,Sedan,MG5,60,2
V02304,CU04899,Commercial Van,Tata Ace EV,60,4
V02305,CU00246,Sedan,MG5,60,0
V02306,CU04945,SUV,Hyundai Ioniq 5,70,2
V02307,CU03372,Commercial Van,Mahindra Treo,80,4
V02308,CU01351,Sedan,BYD Seal,50,4
V02309,CU00530,SUV,Tata Nexon EV,82,0
V02310,CU04943,Sedan,BYD Seal,50,2
V02311,CU03815,Sedan,BYD Seal,60,1
V02312,CU01789,SUV,Mahindra XUV400,75,2
V02313,CU01703,Commercial Van,Mahindra Treo,120,0
V02314,CU03626,Sedan,MG5,55,1
V02315,CU03321,Commercial Van,Tata Ace EV,60,2
V02316,CU00760,Commercial Van,Tata Ace EV,120,1
V02317,CU01404,Sedan,MG5,55,2
V02318,CU00798,Sedan,BYD Seal,60,3
V02319,CU00532,SUV,Mahindra XUV400,82,1
V02320,CU01918,SUV,Hyundai Ioniq 5,70,4
V02321,CU04960,Hatchback,MG Comet,40,1
V02322,CU04138,Commercial Van,Tata Ace EV,60,0
V02323,CU03417,Two-Wheeler,Ola S1,2,3
V02324,CU00599,Sedan,MG5,50,1
V02325,CU00306,SUV,Mahindra XUV400,75,3
V02326,CU04905,Hatchback,Tata Tiago EV,40,4
V02327,CU02910,Sedan,BYD Seal,50,3
V02328,CU00679,Commercial Van,Mahindra Treo,80,2
V02329,CU03385,Two-Wheeler,Ather 450X,3,4
V02330,CU00731,Sedan,BYD Seal,50,3
V02331,CU02026,SUV,Tata Nexon EV,70,1
V02332,CU04999,SUV,Hyundai Ioniq 5,82,3
V02333,CU04229,Sedan,MG5,50,2
V02334,CU02767,Hatchback,MG Comet,40,0
V02335,CU02099,SUV,Mahindra XUV400,82,3
V02336,CU00392,SUV,Hyundai Ioniq 5,100,2
V02337,CU02744,Hatchback,MG Comet,35,2
V02338,CU03785,Hatchback,MG Comet,35,1
V02339,CU03838,Hatchback,Tata Tiago EV,40,1
V02340,CU04604,Sedan,MG5,50,2
V02341,CU01686,SUV,Hyundai Ioniq 5,75,3
V02342,CU02915,Sedan,BYD Seal,60,2
V02343,CU01419,Sedan,BYD Seal,60,2
V02344,CU04192,Two-Wheeler,Ather 450X,3,4
V02345,CU04202,Hatchback,Tata Tiago EV,30,4
V02346,CU04091,Sedan,MG5,60,2
V02347,CU03727,Commercial Van,Mahindra Treo,120,2
V02348,CU04774,SUV,Tata Nexon EV,75,0
V02349,CU03630,Two-Wheeler,Ather 450X,4,3
V02350,CU03314,Sedan,MG5,50,0
V02351,CU04952,Hatchback,Tata Tiago EV,35,4
V02352,CU04886,SUV,Hyundai Ioniq 5,75,0
V02353,CU04611,SUV,Tata Nexon EV,82,2
V02354,CU01085,Hatchback,Tata Tiago EV,35,4
V02355,CU01008,Sedan,BYD Seal,55,1
V02356,CU01318,Commercial Van,Tata Ace EV,80,4
V02357,CU02350,Hatchback,MG Comet,40,0
V02358,CU02694,Sedan,BYD Seal,50,4
V02359,CU02279,Sedan,BYD Seal,50,2
V02360,CU03723,Two-Wheeler,Ola S1,3,0
V02361,CU03694,Two-Wheeler,Ather 450X,3,0
V02362,CU04393,Two-Wheeler,Ather 450X,2,0
V02363,CU04551,Sedan,BYD Seal,60,4
V02364,CU04336,Hatchback,MG Comet,40,2
V02365,CU03248,Sedan,MG5,50,3
V02366,CU03135,SUV,Hyundai Ioniq 5,70,2
V02367,CU02599,Two-Wheeler,Ather 450X,2,4
V02368,CU02186,Commercial Van,Tata Ace EV,60,1
V02369,CU04053,Sedan,BYD Seal,60,4
V02370,CU04550,SUV,Hyundai Ioniq 5,82,2
V02371,CU03825,SUV,Mahindra XUV400,100,1
V02372,CU03521,Hatchback,MG Comet,30,4
V02373,CU01250,Sedan,BYD Seal,55,2
V02374,CU02075,SUV,Tata Nexon EV,82,3
V02375,CU02505,Commercial Van,Tata Ace EV,80,2
V02376,CU04791,Sedan,MG5,50,0
V02377,CU04806,Commercial Van,Mahindra Treo,60,1
V02378,CU02015,SUV,Mahindra XUV400,100,4
V02379,CU04945,Hatchback,MG Comet,40,2
V02380,CU00949,Hatchback,Tata Tiago EV,30,4
V02381,CU00107,Hatchback,Tata Tiago EV,30,4
V02382,CU02492,Sedan,MG5,50,0
V02383,CU04693,Hatchback,Tata Tiago EV,35,1
V02384,CU00155,Sedan,BYD Seal,60,3
V02385,CU03241,Commercial Van,Tata Ace EV,120,4
V02386,CU00796,SUV,Tata Nexon EV,75,4
V02387,CU04368,Two-Wheeler,Ather 450X,3,1
V02388,CU01571,Hatchback,MG Comet,35,3
V02389,CU01635,Sedan,BYD Seal,50,1
V02390,CU01939,Sedan,BYD Seal,50,2
V02391,CU01533,Two-Wheeler,Ather 450X,2,4
V02392,CU03029,Hatchback,MG Comet,35,2
V02393,CU04218,Sedan,MG5,55,1
V02394,CU01441,SUV,Tata Nexon EV,100,3
V02395,CU01399,SUV,Tata Nexon EV,70,0
V02396,CU03647,Two-Wheeler,Ather 450X,4,3
V02397,CU03398,Hatchback,MG Comet,40,2
V02398,CU04246,Sedan,MG5,50,4
V02399,CU04803,Two-Wheeler,Ather 450X,4,3
V02400,CU03043,SUV,Hyundai Ioniq 5,75,1
V02401,CU01616,Sedan,BYD Seal,60,4
V02402,CU01514,Hatchback,Tata Tiago EV,35,4
V02403,CU02599,Two-Wheeler,Ola S1,3,4
V02404,CU00845,Commercial Van,Tata Ace EV,80,4
V02405,CU03420,SUV,Hyundai Ioniq 5,82,2
V02406,CU03531,Two-Wheeler,Ola S1,2,1
V02407,CU02328,SUV,Tata Nexon EV,82,4
V02408,CU03041,Hatchback,MG Comet,40,3
V02409,CU01977,Hatchback,MG Comet,30,0
V02410,CU01836,SUV,Tata Nexon EV,82,2
V02411,CU04900,Sedan,BYD Seal,60,4
V02412,CU00355,Two-Wheeler,Ola S1,2,4
V02413,CU01606,SUV,Tata Nexon EV,100,0
V02414,CU04474,Commercial Van,Tata Ace EV,80,2
V02415,CU03196,SUV,Hyundai Ioniq 5,100,2
V02416,CU02128,Sedan,BYD Seal,55,1
V02417,CU00988,Sedan,BYD Seal,50,2
V02418,CU04329,Sedan,MG5,50,0
V02419,CU00154,Two-Wheeler,Ola S1,3,0
V02420,CU00907,Hatchback,Tata Tiago EV,40,4
V02421,CU03764,Commercial Van,Tata Ace EV,60,1
V02422,CU01621,Commercial Van,Mahindra Treo,120,3
V02423,CU03629,SUV,Mahindra XUV400,70,3
V02424,CU03575,Sedan,BYD Seal,60,0
V02425,CU04419,Hatchback,MG Comet,35,0
V02426,CU00332,Sedan,BYD Seal,50,2
V02427,CU04339,Hatchback,Tata Tiago EV,35,4
V02428,CU00430,Sedan,BYD Seal,60,2
V02429,CU02424,Hatchback,MG Comet,35,3
V02430,CU00081,Two-Wheeler,Ather 450X,3,0
V02431,CU01574,Sedan,BYD Seal,55,1
V02432,CU00420,Hatchback,MG Comet,40,0
V02433,CU00467,SUV,Mahindra XUV400,100,2
V02434,CU03394,Commercial Van,Tata Ace EV,120,3
V02435,CU01566,SUV,Mahindra XUV400,100,1
V02436,CU01519,Sedan,MG5,60,2
V02437,CU04031,Two-Wheeler,Ola S1,4,1
V02438,CU02036,Two-Wheeler,Ather 450X,4,1
V02439,CU00804,Two-Wheeler,Ola S1,3,4
V02440,CU01078,Hatchback,Tata Tiago EV,40,2
V02441,CU01633,Two-Wheeler,Ather 450X,3,2
V02442,CU01985,Sedan,BYD Seal,60,0
V02443,CU00004,Commercial Van,Mahindra Treo,80,0
V02444,CU00603,Sedan,MG5,60,1
V02445,CU02368,Commercial Van,Mahindra Treo,120,3
V02446,CU03676,Commercial Van,Tata Ace EV,60,0
V02447,CU00501,Hatchback,MG Comet,30,3
V02448,CU00185,Commercial Van,Mahindra Treo,80,3
V02449,CU03510,Hatchback,MG Comet,40,4
V02450,CU03252,Hatchback,Tata Tiago EV,35,0
V02451,CU03148,Sedan,MG5,55,1
V02452,CU02941,Commercial Van,Mahindra Treo,80,3
V02453,CU01296,Sedan,BYD Seal,50,4
V02454,CU00055,SUV,Tata Nexon EV,82,0
V02455,CU01725,SUV,Mahindra XUV400,75,2
V02456,CU02911,Commercial Van,Mahindra Treo,80,1
V02457,CU01871,Two-Wheeler,Ather 450X,2,3
V02458,CU04173,Hatchback,MG Comet,35,2
V02459,CU02344,Sedan,MG5,55,1
V02460,CU03291,Hatchback,Tata Tiago EV,30,1
V02461,CU03349,SUV,Hyundai Ioniq 5,70,0
V02462,CU01602,Hatchback,MG Comet,40,1
V02463,CU02794,Sedan,MG5,50,1
V02464,CU03338,Two-Wheeler,Ather 450X,3,3
V02465,CU02091,Sedan,MG5,50,3
V02466,CU01252,SUV,Hyundai Ioniq 5,75,2
V02467,CU00171,Sedan,MG5,55,3
V02468,CU02810,Hatchback,MG Comet,40,3
V02469,CU02355,Sedan,MG5,55,3
V02470,CU01774,Sedan,BYD Seal,60,2
V02471,CU03755,Two-Wheeler,Ola S1,3,3
V02472,CU03992,Sedan,MG5,60,0
V02473,CU02082,Sedan,BYD Seal,55,1
V02474,CU00827,Two-Wheeler,Ola S1,3,0
V02475,CU01666,Two-Wheeler,Ather 450X,3,2
V02476,CU00130,Two-Wheeler,Ola S1,3,3
V02477,CU01418,Commercial Van,Mahindra Treo,80,1
V02478,CU03788,Two-Wheeler,Ather 450X,4,2
V02479,CU01408,Sedan,MG5,55,0
V02480,CU00594,Two-Wheeler,Ather 450X,2,4
V02481,CU01038,SUV,Hyundai Ioniq 5,82,2
V02482,CU02129,Sedan,BYD Seal,50,2
V02483,CU03279,Sedan,MG5,50,3
V02484,CU04300,Hatchback,Tata Tiago EV,30,2
V02485,CU00023,Hatchback,MG Comet,30,1
V02486,CU01634,Hatchback,Tata Tiago EV,30,2
V02487,CU04002,Hatchback,Tata Tiago EV,40,1
V02488,CU04200,Two-Wheeler,Ather 450X,3,2
V02489,CU01406,Commercial Van,Tata Ace EV,60,0
V02490,CU01479,SUV,Hyundai Ioniq 5,75,3
V02491,CU01195,Two-Wheeler,Ather 450X,4,4
V02492,CU00576,Hatchback,Tata Tiago EV,40,1
V02493,CU01607,Commercial Van,Mahindra Treo,60,4
V02494,CU04370,SUV,Hyundai Ioniq 5,82,2
V02495,CU00452,Hatchback,MG Comet,30,0
V02496,CU00125,Hatchback,Tata Tiago EV,30,1
V02497,CU03455,Sedan,MG5,50,3
V02498,CU02365,Hatchback,Tata Tiago EV,40,4
V02499,CU01867,Sedan,MG5,50,4
V02500,CU01684,Hatchback,MG Comet,40,2
V02501,CU00907,Hatchback,Tata Tiago EV,35,3
V02502,CU03535,Sedan,BYD Seal,50,3
V02503,CU00430,Commercial Van,Mahindra Treo,60,3
V02504,CU02752,Hatchback,Tata Tiago EV,30,4
V02505,CU03826,Hatchback,Tata Tiago EV,40,4
V02506,CU00362,SUV,Mahindra XUV400,70,2
V02507,CU04892,Two-Wheeler,Ola S1,2,3
V02508,CU00432,Sedan,MG5,55,1
V02509,CU02723,Two-Wheeler,Ather 450X,2,0
V02510,CU04955,Sedan,MG5,50,4
V02511,CU03062,Hatchback,MG Comet,35,3
V02512,CU03224,Sedan,BYD Seal,50,0
V02513,CU01631,SUV,Hyundai Ioniq 5,82,3
V02514,CU04672,Sedan,BYD Seal,60,1
V02515,CU04989,SUV,Hyundai Ioniq 5,70,0
V02516,CU00270,Hatchback,MG Comet,35,1
V02517,CU01124,Two-Wheeler,Ather 450X,3,0
V02518,CU03177,Sedan,MG5,50,4
V02519,CU03393,Sedan,MG5,55,2
V02520,CU04534,SUV,Hyundai Ioniq 5,100,4
V02521,CU01043,SUV,Mahindra XUV400,100,4
V02522,CU01642,Hatchback,MG Comet,40,2
V02523,CU02442,Two-Wheeler,Ola S1,2,3
V02524,CU03298,Two-Wheeler,Ather 450X,4,4
V02525,CU01384,Hatchback,Tata Tiago EV,30,0
V02526,CU03997,Commercial Van,Tata Ace EV,80,0
V02527,CU00015,SUV,Tata Nexon EV,100,2
V02528,CU01675,Sedan,MG5,55,1
V02529,CU03618,Hatchback,MG Comet,40,2
V02530,CU01481,SUV,Mahindra XUV400,70,3
V02531,CU01746,Hatchback,MG Comet,30,1
V02532,CU03047,Sedan,MG5,60,3
V02533,CU04211,Sedan,MG5,55,4
V02534,CU00976,Two-Wheeler,Ola S1,4,0
V02535,CU01686,Hatchback,Tata Tiago EV,35,2
V02536,CU02084,Two-Wheeler,Ola S1,4,0
V02537,CU02290,Sedan,MG5,55,2
V02538,CU01687,Sedan,BYD Seal,50,1
V02539,CU04159,Two-Wheeler,Ather 450X,2,1
V02540,CU00509,SUV,Tata Nexon EV,82,0
V02541,CU00188,Sedan,BYD Seal,55,4
V02542,CU02783,Sedan,MG5,60,4
V02543,CU04189,Sedan,MG5,60,2
V02544,CU04101,SUV,Hyundai Ioniq 5,100,1
V02545,CU03510,Sedan,BYD Seal,60,3
V02546,CU03518,Two-Wheeler,Ather 450X,3,2
V02547,CU02073,SUV,Tata Nexon EV,82,3
V02548,CU00098,Hatchback,MG Comet,30,4
V02549,CU01292,Sedan,MG5,55,1
V02550,CU03465,Hatchback,MG Comet,35,4
V02551,CU01788,Sedan,BYD Seal,50,3
V02552,CU00684,SUV,Mahindra XUV400,82,4
V02553,CU01133,SUV,Mahindra XUV400,82,2
V02554,CU04123,Two-Wheeler,Ather 450X,2,1
V02555,CU03205,Hatchback,Tata Tiago EV,40,3
V02556,CU03124,Commercial Van,Tata Ace EV,60,1
V02557,CU03837,Sedan,BYD Seal,50,0
V02558,CU04877,Sedan,MG5,60,3
V02559,CU01615,SUV,Tata Nexon EV,75,0
V02560,CU01042,Two-Wheeler,Ather 450X,3,3
V02561,CU02866,Sedan,MG5,55,3
V02562,CU00855,Two-Wheeler,Ather 450X,4,2
V02563,CU02027,Two-Wheeler,Ather 450X,3,3
V02564,CU01988,Two-Wheeler,Ola S1,2,4
V02565,CU02551,Hatchback,Tata Tiago EV,40,1
V02566,CU00240,Two-Wheeler,Ather 450X,4,4
V02567,CU00490,Two-Wheeler,Ather 450X,4,0
V02568,CU03852,SUV,Tata Nexon EV,82,1
V02569,CU01037,Two-Wheeler,Ather 450X,4,3
V02570,CU01339,Commercial Van,Tata Ace EV,80,2
V02571,CU04781,Sedan,BYD Seal,60,1
V02572,CU03270,Hatchback,MG Comet,35,2
V02573,CU02555,Sedan,MG5,55,3
V02574,CU03501,Hatchback,MG Comet,40,3
V02575,CU03863,Sedan,MG5,55,0
V02576,CU01768,SUV,Hyundai Ioniq 5,75,0
V02577,CU04709,Sedan,MG5,50,1
V02578,CU00162,SUV,Mahindra XUV400,70,0
V02579,CU00656,Two-Wheeler,Ather 450X,4,0
V02580,CU03007,Sedan,MG5,60,2
V02581,CU04717,Commercial Van,Mahindra Treo,60,2
V02582,CU03507,Hatchback,Tata Tiago EV,35,1
V02583,CU01257,Two-Wheeler,Ola S1,4,1
V02584,CU02159,Two-Wheeler,Ola S1,3,0
V02585,CU01952,Sedan,MG5,55,0
V02586,CU00750,Sedan,MG5,60,4
V02587,CU00709,Sedan,MG5,50,4
V02588,CU01622,Two-Wheeler,Ather 450X,3,4
V02589,CU04137,Two-Wheeler,Ather 450X,3,2
V02590,CU04656,Sedan,MG5,60,4
V02591,CU00466,SUV,Hyundai Ioniq 5,70,3
V02592,CU03996,Hatchback,Tata Tiago EV,40,1
V02593,CU01101,Sedan,BYD Seal,60,3
V02594,CU01714,Commercial Van,Mahindra Treo,120,3
V02595,CU04586,Hatchback,Tata Tiago EV,35,2
V02596,CU00117,Commercial Van,Mahindra Treo,80,2
V02597,CU02482,Two-Wheeler,Ather 450X,3,2
V02598,CU00196,Commercial Van,Mahindra Treo,80,0
V02599,CU04715,Hatchback,MG Comet,35,0
V02600,CU01475,Hatchback,Tata Tiago EV,30,3
V02601,CU02473,Hatchback,MG Comet,35,0
V02602,CU04130,Two-Wheeler,Ather 450X,4,1
V02603,CU03055,SUV,Mahindra XUV400,82,2
V02604,CU01275,Hatchback,MG Comet,30,0
V02605,CU03710,Two-Wheeler,Ola S1,2,3
V02606,CU00339,Sedan,BYD Seal,60,4
V02607,CU03512,Hatchback,Tata Tiago EV,35,3
V02608,CU04276,Sedan,MG5,60,1
V02609,CU04718,Hatchback,Tata Tiago EV,30,1
V02610,CU03300,Sedan,BYD Seal,55,2
V02611,CU01657,Sedan,BYD Seal,50,4
V02612,CU00643,Two-Wheeler,Ather 450X,4,2
V02613,CU01681,Two-Wheeler,Ather 450X,4,3
V02614,CU01351,Sedan,MG5,55,3
V02615,CU00619,Two-Wheeler,Ola S1,2,0
V02616,CU01170,SUV,Mahindra XUV400,100,4
V02617,CU00252,Sedan,BYD Seal,50,3
V02618,CU00302,Two-Wheeler,Ather 450X,4,4
V02619,CU03142,SUV,Hyundai Ioniq 5,75,0
V02620,CU01567,SUV,Mahindra XUV400,100,3
V02621,CU03165,SUV,Hyundai Ioniq 5,75,4
V02622,CU03958,SUV,Mahindra XUV400,75,2
V02623,CU02211,Sedan,MG5,60,4
V02624,CU03153,Two-Wheeler,Ola S1,4,4
V02625,CU03660,Hatchback,Tata Tiago EV,35,3
V02626,CU00612,Two-Wheeler,Ola S1,2,1
V02627,CU01944,Sedan,MG5,55,1
V02628,CU00074,Hatchback,MG Comet,30,1
V02629,CU02874,SUV,Mahindra XUV400,75,3
V02630,CU04638,Sedan,BYD Seal,60,4
V02631,CU00157,Two-Wheeler,Ather 450X,3,1
V02632,CU03559,Sedan,BYD Seal,55,3
V02633,CU00256,SUV,Hyundai Ioniq 5,75,1
V02634,CU03111,Sedan,BYD Seal,50,4
V02635,CU01052,Hatchback,Tata Tiago EV,40,4
V02636,CU02418,Sedan,BYD Seal,60,1
V02637,CU02257,SUV,Mahindra XUV400,82,4
V02638,CU02635,SUV,Tata Nexon EV,70,1
V02639,CU02897,SUV,Mahindra XUV400,70,1
V02640,CU01892,Commercial Van,Mahindra Treo,120,4
V02641,CU03684,SUV,Mahindra XUV400,75,0
V02642,CU04412,Commercial Van,Mahindra Treo,120,4
V02643,CU03465,Hatchback,Tata Tiago EV,30,2
V02644,CU02492,Hatchback,MG Comet,40,1
V02645,CU03740,Sedan,BYD Seal,55,3
V02646,CU01776,Hatchback,MG Comet,35,1
V02647,CU03937,SUV,Mahindra XUV400,100,3
V02648,CU01971,SUV,Hyundai Ioniq 5,75,3
V02649,CU03720,SUV,Hyundai Ioniq 5,70,4
V02650,CU03954,Two-Wheeler,Ather 450X,3,4
V02651,CU02493,Commercial Van,Tata Ace EV,60,1
V02652,CU04666,Two-Wheeler,Ola S1,4,0
V02653,CU00649,Hatchback,Tata Tiago EV,30,2
V02654,CU01641,Sedan,BYD Seal,60,1
V02655,CU04435,Sedan,MG5,55,2
V02656,CU00529,Hatchback,MG Comet,30,4
V02657,CU02102,SUV,Mahindra XUV400,70,2
V02658,CU00419,SUV,Tata Nexon EV,100,0
V02659,CU02353,Hatchback,MG Comet,40,2
V02660,CU03510,Two-Wheeler,Ola S1,2,0
V02661,CU00085,Two-Wheeler,Ather 450X,4,3
V02662,CU02300,Hatchback,Tata Tiago EV,40,3
V02663,CU01752,Sedan,BYD Seal,55,4
V02664,CU04222,Two-Wheeler,Ola S1,3,1
V02665,CU02658,SUV,Mahindra XUV400,100,3
V02666,CU03976,Sedan,BYD Seal,60,4
V02667,CU02352,Sedan,BYD Seal,60,4
V02668,CU03100,Hatchback,MG Comet,40,2
V02669,CU01290,Hatchback,MG Comet,30,0
V02670,CU03124,Two-Wheeler,Ola S1,4,3
V02671,CU02703,Hatchback,MG Comet,35,0
V02672,CU00644,Sedan,BYD Seal,60,4
V02673,CU02906,Hatchback,MG Comet,35,0
V02674,CU04068,Two-Wheeler,Ola S1,3,2
V02675,CU04064,Hatchback,MG Comet,35,3
V02676,CU04670,Sedan,MG5,50,2
V02677,CU02923,SUV,Mahindra XUV400,100,1
V02678,CU02022,Sedan,MG5,55,4
V02679,CU03625,Sedan,MG5,60,2
V02680,CU02871,Sedan,BYD Seal,60,1
V02681,CU03119,Two-Wheeler,Ather 450X,2,0
V02682,CU00137,Commercial Van,Mahindra Treo,120,1
V02683,CU04226,Sedan,MG5,55,4
V02684,CU01219,Hatchback,Tata Tiago EV,30,3
V02685,CU01018,Hatchback,MG Comet,35,3
V02686,CU03701,Two-Wheeler,Ola S1,4,0
V02687,CU04528,SUV,Tata Nexon EV,82,0
V02688,CU03141,Two-Wheeler,Ola S1,3,3
V02689,CU03530,SUV,Mahindra XUV400,100,1
V02690,CU02588,Commercial Van,Tata Ace EV,80,3
V02691,CU02383,Two-Wheeler,Ather 450X,3,4
V02692,CU02606,Two-Wheeler,Ather 450X,2,2
V02693,CU03088,Sedan,MG5,55,1
V02694,CU03528,Sedan,MG5,50,4
V02695,CU02558,SUV,Mahindra XUV400,82,3
V02696,CU00209,SUV,Tata Nexon EV,75,2
V02697,CU03811,SUV,Hyundai Ioniq 5,100,0
V02698,CU04154,Hatchback,Tata Tiago EV,35,1
V02699,CU02008,SUV,Tata Nexon EV,82,4
V02700,CU02864,Sedan,MG5,60,3
V02701,CU03377,SUV,Tata Nexon EV,100,2
V02702,CU01369,Hatchback,MG Comet,30,2
V02703,CU03801,Sedan,MG5,50,1
V02704,CU01038,Hatchback,Tata Tiago EV,35,4
V02705,CU04473,Two-Wheeler,Ola S1,2,1
V02706,CU02291,Sedan,MG5,50,0
V02707,CU00993,Hatchback,MG Comet,30,2
V02708,CU02939,Hatchback,MG Comet,40,3
V02709,CU04511,SUV,Mahindra XUV400,75,2
V02710,CU00394,Hatchback,MG Comet,40,4
V02711,CU03687,Commercial Van,Mahindra Treo,80,3
V02712,CU04825,SUV,Mahindra XUV400,100,4
V02713,CU00358,Sedan,MG5,50,0
V02714,CU04005,SUV,Tata Nexon EV,75,1
V02715,CU01182,Sedan,BYD Seal,50,2
V02716,CU02066,Two-Wheeler,Ather 450X,3,0
V02717,CU03903,Sedan,BYD Seal,60,0
V02718,CU03419,Commercial Van,Mahindra Treo,120,4
V02719,CU03130,SUV,Hyundai Ioniq 5,75,2
V02720,CU00155,Two-Wheeler,Ather 450X,2,0
V02721,CU03559,Hatchback,Tata Tiago EV,35,3
V02722,CU01555,Sedan,BYD Seal,50,3
V02723,CU00487,Two-Wheeler,Ather 450X,4,4
V02724,CU01383,SUV,Hyundai Ioniq 5,70,3
V02725,CU02416,Hatchback,Tata Tiago EV,30,3
V02726,CU01071,Sedan,MG5,60,3
V02727,CU02255,Sedan,BYD Seal,50,3
V02728,CU01507,SUV,Mahindra XUV400,82,4
V02729,CU01876,Sedan,BYD Seal,60,4
V02730,CU02191,Sedan,MG5,50,0
V02731,CU01071,Hatchback,Tata Tiago EV,30,3
V02732,CU00191,Sedan,BYD Seal,55,4
V02733,CU00140,Hatchback,Tata Tiago EV,35,4
V02734,CU04711,Commercial Van,Mahindra Treo,60,1
V02735,CU04011,Hatchback,Tata Tiago EV,35,1
V02736,CU03412,Commercial Van,Tata Ace EV,80,2
V02737,CU02973,Sedan,BYD Seal,55,0
V02738,CU01515,Sedan,MG5,55,4
V02739,CU03121,Hatchback,Tata Tiago EV,30,3
V02740,CU03971,SUV,Tata Nexon EV,100,3
V02741,CU04720,SUV,Tata Nexon EV,100,3
V02742,CU03525,Sedan,MG5,60,1
V02743,CU01346,Hatchback,MG Comet,30,0
V02744,CU04183,Commercial Van,Tata Ace EV,60,4
V02745,CU01918,Commercial Van,Tata Ace EV,80,4
V02746,CU04378,Sedan,MG5,55,3
V02747,CU03911,SUV,Hyundai Ioniq 5,100,0
V02748,CU00453,Sedan,MG5,55,2
V02749,CU04143,Sedan,BYD Seal,60,0
V02750,CU01612,Hatchback,Tata Tiago EV,35,0
V02751,CU03168,Sedan,BYD Seal,50,4
V02752,CU02079,Two-Wheeler,Ola S1,4,0
V02753,CU02582,Hatchback,Tata Tiago EV,40,2
V02754,CU02065,SUV,Tata Nexon EV,82,1
V02755,CU01259,Two-Wheeler,Ola S1,3,0
V02756,CU04488,Hatchback,Tata Tiago EV,35,3
V02757,CU00354,Hatchback,Tata Tiago EV,40,4
V02758,CU04401,Two-Wheeler,Ola S1,2,0
V02759,CU03637,Sedan,MG5,50,4
V02760,CU01564,Hatchback,MG Comet,40,3
V02761,CU00712,Sedan,BYD Seal,60,1
V02762,CU03503,Sedan,MG5,50,3
V02763,CU02733,Two-Wheeler,Ola S1,3,2
V02764,CU04882,SUV,Tata Nexon EV,75,1
V02765,CU00857,Sedan,BYD Seal,55,2
V02766,CU04273,SUV,Tata Nexon EV,82,3
V02767,CU01430,Commercial Van,Mahindra Treo,80,3
V02768,CU02493,Hatchback,MG Comet,35,1
V02769,CU03199,Hatchback,Tata Tiago EV,30,3
V02770,CU03421,Commercial Van,Mahindra Treo,80,3
V02771,CU02069,Commercial Van,Tata Ace EV,120,1
V02772,CU04807,Hatchback,MG Comet,35,1
V02773,CU03492,Hatchback,MG Comet,35,1
V02774,CU00152,Sedan,BYD Seal,55,1
V02775,CU03232,Hatchback,Tata Tiago EV,35,2
V02776,CU02907,SUV,Tata Nexon EV,100,1
